RegionID,SizeRank,RegionName,RegionType,StateName,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31
394862,39,"Milwaukee, WI",Msa,WI,4781.0,3945.0,3750.0,3843.0,4411.0,5012.0,5675.0,5454.0,5594.0,5516.0,5269.0,5341.0,4726.0,3987.0,3744.0,3606.0,3882.0,4052.0,4537.0,4760.0,4836.0,4810.0,4744.0,4627.0,3993.0,3440.0,3102.0,3364.0,3809.0,3729.0,3983.0,4335.0,4578.0,4730.0,4738.0,4687.0,4053.0,3235.0,2837.0,2670.0,3188.0,3844.0,4915.0
394714,40,"Jacksonville, FL",Msa,FL,10077.0,9372.0,9840.0,10814.0,11772.0,12191.0,12423.0,12641.0,12913.0,12747.0,12240.0,12235.0,11876.0,10791.0,11589.0,12036.0,12852.0,13776.0,13456.0,13697.0,13388.0,12884.0,12343.0,12695.0,11819.0,11113.0,11528.0,12004.0,12505.0,11582.0,11996.0,11216.0,10570.0,9894.0,9042.0,9063.0,8236.0,7483.0,7439.0,6285.0,6391.0,6503.0,6498.0
394849,41,"Memphis, TN",Msa,TN,6112.0,5594.0,5517.0,5613.0,5927.0,6180.0,6577.0,6820.0,7033.0,7069.0,6702.0,6614.0,6258.0,6017.0,6041.0,6068.0,6437.0,6267.0,6322.0,6432.0,6447.0,6389.0,6228.0,6175.0,5725.0,5265.0,5308.0,5068.0,5203.0,5008.0,5174.0,4796.0,4689.0,4439.0,4250.0,4139.0,3782.0,3290.0,3247.0,3046.0,3505.0,3649.0,3973.0
394935,42,"Oklahoma City, OK",Msa,OK,8863.0,8208.0,8456.0,8082.0,8769.0,9104.0,9291.0,9404.0,9488.0,9146.0,8743.0,8586.0,8222.0,7447.0,7354.0,7005.0,7401.0,7978.0,7868.0,8396.0,8596.0,8501.0,8009.0,7871.0,7272.0,6656.0,6883.0,6646.0,6913.0,6766.0,7364.0,6984.0,6812.0,6513.0,6099.0,6046.0,5189.0,4535.0,4668.0,3787.0,4440.0,4321.0,4385.0
394807,43,"Louisville-Jefferson County, KY",Msa,KY,4975.0,4261.0,4236.0,4409.0,4821.0,4950.0,5364.0,5854.0,6064.0,6033.0,5949.0,6114.0,5744.0,5048.0,5091.0,4838.0,5325.0,5491.0,5718.0,5973.0,6097.0,6026.0,6132.0,6160.0,5531.0,4727.0,4895.0,4627.0,4679.0,4437.0,4688.0,4464.0,4398.0,4176.0,4183.0,4485.0,3944.0,3478.0,3561.0,2946.0,3347.0,3430.0,3572.0
394669,44,"Hartford, CT",Msa,CT,6589.0,5744.0,5314.0,4748.0,5430.0,6582.0,6746.0,7365.0,7045.0,6901.0,6873.0,6847.0,6143.0,5208.0,4971.0,4965.0,5535.0,6093.0,6710.0,6771.0,6757.0,6710.0,6610.0,6430.0,5715.0,4874.0,4715.0,4685.0,4928.0,4297.0,4780.0,4941.0,4872.0,4656.0,4855.0,4806.0,4000.0,3305.0,3051.0,2554.0,2997.0,3303.0,3484.0
395022,45,"Richmond, VA",Msa,VA,5492.0,4756.0,4615.0,4983.0,5609.0,6050.0,6249.0,6391.0,6256.0,6238.0,6009.0,6024.0,5494.0,4676.0,4684.0,4674.0,5181.0,5465.0,5962.0,6042.0,6012.0,5913.0,5896.0,6056.0,5383.0,4672.0,4827.0,4830.0,5226.0,5063.0,5093.0,4844.0,4697.0,4441.0,4474.0,4611.0,3971.0,3393.0,3411.0,3137.0,3686.0,3914.0,4216.0
394910,46,"New Orleans, LA",Msa,LA,3959.0,3713.0,3829.0,3899.0,4368.0,4431.0,4511.0,4595.0,4560.0,4329.0,4116.0,4200.0,3936.0,3671.0,3892.0,3860.0,4119.0,4298.0,4392.0,4823.0,4671.0,4699.0,4461.0,4279.0,3898.0,3601.0,3708.0,3530.0,3829.0,3559.0,3848.0,3549.0,3396.0,"",2867.0,2863.0,2651.0,2495.0,2599.0,2362.0,2495.0,2453.0,2465.0
394425,47,"Buffalo, NY",Msa,NY,3247.0,2647.0,2542.0,2414.0,2675.0,2933.0,3353.0,3467.0,3825.0,3850.0,3686.0,3634.0,3138.0,2625.0,2609.0,2428.0,2708.0,2941.0,3286.0,3589.0,3677.0,3679.0,3638.0,3537.0,3064.0,2513.0,2501.0,2356.0,2346.0,1911.0,2368.0,2852.0,2885.0,2933.0,2715.0,2533.0,2087.0,1624.0,1582.0,1431.0,1738.0,1821.0,2099.0
395012,48,"Raleigh, NC",Msa,NC,6891.0,5911.0,6166.0,6519.0,7231.0,7678.0,8159.0,8236.0,7760.0,7836.0,7261.0,7649.0,7119.0,6331.0,6869.0,6860.0,7453.0,7807.0,8402.0,9188.0,8736.0,8859.0,8678.0,8749.0,8104.0,7305.0,7758.0,7586.0,8169.0,7727.0,8041.0,7298.0,7080.0,6684.0,6124.0,6118.0,4893.0,4032.0,3993.0,3376.0,3466.0,3568.0,3214.0
394388,49,"Birmingham, AL",Msa,AL,6596.0,5920.0,6195.0,6374.0,6653.0,7114.0,7196.0,7329.0,7294.0,7242.0,6949.0,6873.0,6368.0,5643.0,5828.0,5749.0,6207.0,6448.0,6517.0,6911.0,6984.0,6876.0,6667.0,6394.0,5868.0,5296.0,5548.0,5434.0,5744.0,5423.0,5639.0,5575.0,5441.0,5246.0,5220.0,5193.0,4685.0,4201.0,4456.0,3988.0,3906.0,4070.0,3756.0
395053,50,"Salt Lake City, UT",Msa,UT,2834.0,2364.0,2570.0,2733.0,3086.0,3716.0,4297.0,4399.0,4641.0,5035.0,4940.0,5175.0,4795.0,3894.0,4049.0,3859.0,4390.0,4840.0,5216.0,5362.0,5256.0,5327.0,5042.0,4856.0,4128.0,3267.0,3263.0,3106.0,3779.0,4034.0,4398.0,4159.0,3941.0,3780.0,3463.0,3451.0,2625.0,2022.0,2102.0,1763.0,2376.0,2642.0,2677.0
395031,51,"Rochester, NY",Msa,NY,3475.0,2941.0,2810.0,2767.0,3181.0,3661.0,3890.0,4136.0,4240.0,4224.0,4092.0,3971.0,3496.0,2895.0,2778.0,2707.0,2972.0,3307.0,3636.0,3888.0,3930.0,3790.0,3806.0,3697.0,3192.0,2684.0,2551.0,2549.0,2660.0,2243.0,2728.0,3133.0,3089.0,3138.0,2993.0,2864.0,2288.0,1675.0,1732.0,1515.0,1803.0,2055.0,2211.0
394640,52,"Grand Rapids, MI",Msa,MI,3880.0,3092.0,2895.0,2779.0,3179.0,3511.0,3972.0,4273.0,4562.0,4766.0,4535.0,4449.0,4028.0,3405.0,3326.0,3143.0,3384.0,3770.0,4264.0,4653.0,4757.0,4786.0,4785.0,4735.0,4071.0,3463.0,3296.0,3136.0,3366.0,2746.0,3882.0,3890.0,3808.0,3637.0,3232.0,3726.0,2939.0,2501.0,2438.0,2208.0,2412.0,2433.0,2633.0
395167,53,"Tucson, AZ",Msa,AZ,5006.0,4680.0,5186.0,5073.0,5301.0,5194.0,5079.0,4848.0,4589.0,4601.0,4393.0,4651.0,4864.0,4526.0,5085.0,5067.0,5337.0,5418.0,5106.0,4966.0,4752.0,4563.0,4475.0,4651.0,4497.0,4136.0,4537.0,4488.0,4625.0,4252.0,4263.0,3877.0,3620.0,3582.0,3752.0,3978.0,3579.0,3112.0,3280.0,2857.0,2835.0,2802.0,2997.0
753924,54,"Urban Honolulu, HI",Msa,HI,3830.0,3506.0,3612.0,3713.0,4211.0,4324.0,4383.0,4428.0,4588.0,4484.0,4312.0,4338.0,4347.0,4122.0,4337.0,4461.0,4687.0,4854.0,4977.0,4980.0,5174.0,5167.0,5028.0,4993.0,4732.0,4445.0,4343.0,4425.0,4610.0,4251.0,4307.0,4409.0,4561.0,4507.0,4345.0,4368.0,4221.0,3967.0,"","","","",""
395169,55,"Tulsa, OK",Msa,OK,6056.0,5548.0,5708.0,5681.0,5909.0,6154.0,6253.0,6497.0,6672.0,6663.0,6317.0,6190.0,5668.0,5114.0,5275.0,5131.0,5234.0,5544.0,5400.0,5537.0,5658.0,5464.0,5190.0,5155.0,4663.0,4289.0,4479.0,4395.0,4688.0,4410.0,4510.0,4434.0,4267.0,4193.0,3911.0,4162.0,3648.0,3136.0,3338.0,2689.0,2960.0,3087.0,3139.0
