parcelid,logerror,transactiondate
14432426,-0.0260646716667,2017-01-02
11016518,-0.0604697527393,2017-01-02
14434171,0.0639567544082,2017-01-02
11782783,0.0290645492171,2017-01-02
11018202,0.0212624578466,2017-01-02
10808296,0.00847498627382,2017-01-02
11023776,0.0931341082746,2017-01-02
12871444,0.0362627822093,2017-01-02
14602058,0.0175241016441,2017-01-02
12879860,0.000160684436432,2017-01-02
13069118,-0.00637046141046,2017-01-02
13055657,0.0551647918998,2017-01-02
12481281,-0.0334037111741,2017-01-02
11693504,-0.0720684556722,2017-01-02
17153706,0.0278174736298,2017-01-02
10736968,0.116060642444,2017-01-02
11154042,-0.0601444224253,2017-01-02
14191835,0.0152813419695,2017-01-02
10935174,0.00863816729043,2017-01-02
14284348,0.009611161706,2017-01-02
12579560,-0.0257208423334,2017-01-02
14201161,-0.0189989252718,2017-01-02
11941294,0.087250215729,2017-01-02
17229300,-0.0176838582483,2017-01-02
10925280,-0.00462065825639,2017-01-02
12218511,0.0373331739861,2017-01-02
14121694,-0.033016706088,2017-01-02
11637056,0.0333680574116,2017-01-02
14748072,0.0581998409892,2017-01-02
12227278,-0.147591635905,2017-01-02
14265422,0.313403365883,2017-01-02
14249444,0.0209499859327,2017-01-02
12556624,0.031372755183,2017-01-02
11652563,0.0332333803996,2017-01-02
14751820,0.0173799981041,2017-01-02
10871205,-0.0637646391899,2017-01-02
14210616,0.0060173716178,2017-01-02
14296692,-0.201120955145,2017-01-02
11342570,-0.06117132241,2017-01-03
10901522,0.0388427864509,2017-01-03
13075618,-0.0164570148497,2017-01-03
14434754,-0.0253431230533,2017-01-03
12113444,0.0123936680136,2017-01-03
11879622,-0.0187876249681,2017-01-03
14724525,0.0424120583403,2017-01-03
14179809,-0.00090807708334,2017-01-03
12188496,-0.316483726873,2017-01-03
11878863,-0.110951778061,2017-01-03
14176622,0.0239893009353,2017-01-03
14260184,0.116255595746,2017-01-03
11393337,0.015171699499,2017-01-03
11393337,0.086136766624,2017-06-08
10726564,0.0092149381249,2017-01-03
12346913,0.000584065664667,2017-01-03
13880979,0.0141647756675,2017-01-03
11309647,0.0211216533356,2017-01-03
12350928,0.118420959986,2017-01-03
13872686,0.412426592707,2017-01-03
14170679,0.00709074406359,2017-01-03
14172985,0.00749089884281,2017-01-03
11087356,0.0344444532289,2017-01-03
13854120,0.618888991673,2017-01-03
13850030,-0.0571619426403,2017-01-03
11177755,0.0144244145412,2017-01-03
17134185,0.0576904037924,2017-01-03
13840290,0.147590995638,2017-01-03
13101300,0.0885492953086,2017-01-03
11784552,0.0776842251459,2017-01-03
17292247,-0.421907946901,2017-01-03
14748419,-0.00802934452334,2017-01-03
12377345,-0.064654486939,2017-01-03
12111654,0.00440769964816,2017-01-03
17141654,-0.0218980320707,2017-01-03
14254328,0.0304191121055,2017-01-03
12405119,-0.0524424516105,2017-01-03
14460270,0.0670604567595,2017-01-03
10869404,-0.0130620352168,2017-01-03
11760637,-0.000495093056224,2017-01-03
11417036,0.164707196736,2017-01-03
14753715,-0.0112832123327,2017-01-03
11061029,0.416246859511,2017-01-03
13038537,0.15043592081,2017-01-03
12412669,0.02253478994,2017-01-03
17148798,-0.0460172887268,2017-01-03
11165223,0.0206643619053,2017-01-03
10722904,-0.0219651125943,2017-01-03
17152676,-0.0336455919754,2017-01-03
12095717,0.198384038627,2017-01-03
10722606,0.00714270260194,2017-01-03
17153382,0.0102833119239,2017-01-03
14472932,0.0561978280898,2017-01-03
10829251,0.00814623243541,2017-01-03
10867021,-0.219380292629,2017-01-03
17145540,0.00147148285659,2017-01-03
11888077,0.0528189142142,2017-01-03
13069501,-0.0201694329984,2017-01-03
14439114,-0.186836689974,2017-01-03
11953203,0.00740741369863,2017-01-03
11151200,0.0810215515858,2017-01-03
13061656,-0.0178358955692,2017-01-03
14404711,0.0331618997722,2017-01-03
14444388,-0.0177904249303,2017-01-03
14723623,0.0405955423745,2017-01-03
11394750,-0.0457839056837,2017-01-03
11396736,-0.153955730816,2017-01-03
14183249,0.0520408881389,2017-01-03
13054430,0.0444969479377,2017-01-03
14449536,0.214188464289,2017-01-03
11885059,0.0353832505388,2017-01-03
12397668,0.021210412413,2017-01-03
14190895,-0.00129626651591,2017-01-03
12397984,0.111401370189,2017-01-03
14195758,0.249346375325,2017-01-03
13890111,0.0486299646699,2017-01-03
14079743,-0.0530919531556,2017-01-03
13891916,0.0592426175763,2017-01-03
14289197,0.0154428267369,2017-01-03
11203489,0.0761049571579,2017-01-03
11120717,0.0073920829659,2017-01-03
14015449,0.021416703757,2017-01-03
10854107,0.156920803316,2017-01-03
14010220,0.0116535170782,2017-01-03
11201077,0.0391050866681,2017-01-03
14123287,0.0306574721023,2017-01-03
10883322,-0.02262383146,2017-01-03
13997525,-0.0582289716471,2017-01-03
14347482,-0.0011720680939,2017-01-03
14348290,-0.0107684351604,2017-01-03
14284235,0.0220509924047,2017-01-03
13995177,0.0658387628064,2017-01-03
12284880,-0.0305192001193,2017-01-03
14128971,0.0199942379171,2017-01-03
14350624,-0.0226847943366,2017-01-03
11116323,0.0729374813301,2017-01-03
12367476,0.428066171795,2017-01-03
14019678,-0.0312582200901,2017-01-03
14019702,-0.00331549536578,2017-01-03
11138947,-0.0217228082099,2017-01-03
17079456,0.0178232541257,2017-01-03
12184760,0.0318935667587,2017-01-03
14081891,0.0119134777344,2017-01-03
12168927,-0.00522217872364,2017-01-03
11913978,0.014874659066,2017-01-03
14074323,0.463397577617,2017-01-03
11211588,0.0410495642379,2017-01-03
14066320,0.0451488484565,2017-01-03
10859051,0.0267353405953,2017-01-03
14066147,0.00432214798594,2017-01-03
14743763,-0.0540359848265,2017-01-03
12159798,0.193978247353,2017-01-03
12164455,-0.000583722197239,2017-01-03
14739780,-0.0174486519338,2017-01-03
11228058,1.07827510292,2017-01-03
12273277,-0.0316138965428,2017-01-03
14739142,-0.0445739815194,2017-01-03
11236808,-0.0239155927088,2017-01-03
14029565,0.0139305547267,2017-01-03
17091159,0.0200875396348,2017-01-03
14294111,-0.0428676599898,2017-01-03
12266095,-0.0616091086585,2017-01-03
14158746,0.0309506148213,2017-01-03
14129888,0.0242400591402,2017-01-03
14130805,0.0654185316261,2017-01-03
14730849,0.0111779722513,2017-01-03
17114377,0.0322761255989,2017-01-03
14394667,0.0197293072146,2017-01-03
13922088,0.0862067050358,2017-01-03
12137023,0.0195059478172,2017-01-03
11100766,-0.0173784448432,2017-01-03
17117963,0.0216720650389,2017-01-03
10846092,0.166954955716,2017-01-03
13908305,-0.131046739242,2017-01-03
10845467,0.0821955360073,2017-01-03
11938798,-0.0732729206646,2017-01-03
14401855,0.0132698376401,2017-01-03
12134073,0.0397386086076,2017-01-03
12133644,1.27920370033,2017-01-03
11186142,0.023072576024,2017-01-03
11804310,0.344150805448,2017-01-03
17121771,-0.133486398445,2017-01-03
17080722,-0.0121172648151,2017-01-03
11301683,0.00629850319679,2017-01-03
12327807,-0.0525704077011,2017-01-03
14391477,0.00892408792112,2017-01-03
11189918,0.157940478138,2017-01-03
10739358,0.0979765400442,2017-01-03
13970493,0.170524409493,2017-01-03
12147298,-0.0509255580129,2017-01-03
13964073,-0.205076462134,2017-01-03
10849538,0.0318563059057,2017-01-03
17284274,0.0483887301544,2017-01-03
14132029,0.0371495191757,2017-01-03
14133173,0.0150883315218,2017-01-03
12317762,-0.0349035033342,2017-01-03
12144809,-0.173803496052,2017-01-03
11826708,0.0279699776347,2017-01-03
11285201,0.0562510833802,2017-01-03
11144627,-0.0300906481043,2017-01-03
13937866,0.0204237198288,2017-01-03
11107856,0.006558900913,2017-01-03
11816446,0.0133298342331,2017-01-03
14378255,-0.0061915921615,2017-01-03
14379393,-0.0204037723132,2017-01-03
11871082,0.0110075775244,2017-01-03
14135206,0.0433752776402,2017-01-03
17069263,0.121640153227,2017-01-03
13943078,0.00837373192678,2017-01-03
13899936,-0.306722100923,2017-01-03
11760895,-0.0570211122157,2017-01-03
12994393,0.069904380099,2017-01-03
12510624,-0.010945865912,2017-01-03
12761067,0.0365283286073,2017-01-03
17208694,-0.0161744437797,2017-01-03
11687008,0.0705349833419,2017-01-03
17210760,0.0429562088983,2017-01-03
10982900,-0.040872968975,2017-01-03
11569220,0.0560477752716,2017-01-03
11570788,-0.254507013947,2017-01-03
11571121,-0.0889413734572,2017-01-03
17214955,-0.200692472244,2017-01-03
14642812,-0.0120503461197,2017-01-03
12041558,0.0887099596599,2017-01-03
12715651,-0.0405100368114,2017-01-03
14701451,0.0143382988976,2017-01-03
12036995,-0.0117203181474,2017-01-03
14646598,0.0630341416773,2017-01-03
14701199,-0.0217773643724,2017-01-03
11580688,-0.206738397867,2017-01-03
14647889,-0.0031488619748,2017-01-03
14704794,0.0114339194479,2017-01-03
14699885,0.032817490752,2017-01-03
12047834,-0.0218922740693,2017-01-03
12781170,0.0216272098237,2017-01-03
11009153,-0.0398733016997,2017-01-03
12835029,0.0108787253237,2017-01-03
11519825,0.028407571909,2017-01-03
12485409,0.0451179744547,2017-01-03
12485523,0.00175866783858,2017-01-03
11983501,-0.104306195561,2017-01-03
12489459,-0.0144814112766,2017-01-03
11003157,0.000344121313834,2017-01-03
11531810,0.509340450069,2017-01-03
14707204,0.0190116955486,2017-01-03
11704265,-0.220811062353,2017-01-03
12492563,0.0295764146557,2017-01-03
12805800,-0.0170663162736,2017-01-03
12496886,0.0129471054596,2017-01-03
14626159,0.0163551605919,2017-01-03
11699600,-0.0102045546578,2017-01-03
17203514,-0.00783323634954,2017-01-03
12500533,0.00376102024294,2017-01-03
14627537,0.0221038109567,2017-01-03
12504140,-0.014876273968,2017-01-03
12067215,0.130337950011,2017-01-03
10772322,0.110227090241,2017-01-03
12033338,0.0781060873189,2017-01-03
17236698,0.0997544734935,2017-01-03
12554465,0.00778172260813,2017-01-03
10783039,0.0909206254915,2017-01-03
14675782,0.00989793375476,2017-01-03
11637690,-0.0136293453902,2017-01-03
14676663,0.164522406935,2017-01-03
10927057,0.0091039057964,2017-01-03
10936058,0.0310174059689,2017-01-03
12590336,-0.0613925711422,2017-01-03
14681256,0.00469970333718,2017-01-03
17247490,0.0182701852066,2017-01-03
10777579,-0.00394167962223,2017-01-03
12558252,0.130203427114,2017-01-03
11644564,0.0697801075022,2017-01-03
14688268,-0.0272349390622,2017-01-03
14688177,0.00678262911712,2017-01-03
10930942,0.0543864254748,2017-01-03
17246711,0.0110605836581,2017-01-03
12559816,0.0619769312914,2017-01-03
14673239,0.01008851714,2017-01-03
10793001,0.0395306237982,2017-01-03
14673222,-0.0291346386663,2017-01-03
17250533,0.0579675031009,2017-01-03
11595966,0.102848506591,2017-01-03
10919972,-0.0932735813181,2017-01-03
10773281,-0.0691355868168,2017-01-03
14656496,0.0086330219839,2017-01-03
10920449,0.096223704343,2017-01-03
12539852,0.00530288319157,2017-01-03
14661134,0.0816224665664,2017-01-03
14720769,0.0731284936191,2017-01-03
12659436,0.093922589555,2017-01-03
12027922,-0.0378294773745,2017-01-03
12543783,0.0778252230847,2017-01-03
12026694,-0.0243511815112,2017-01-03
12634734,0.193294521641,2017-01-03
14668235,-0.00119743827125,2017-01-03
12634340,0.0249812958539,2017-01-03
12548405,0.032277800534,2017-01-03
12627654,0.222849969705,2017-01-03
14670219,-0.0108874902944,2017-01-03
14692358,0.00624089135443,2017-01-03
17234117,-0.281680060416,2017-01-03
17191059,0.0330164554951,2017-01-03
12773717,0.0525576528107,2017-01-03
12440851,0.0179429960463,2017-01-03
14717419,0.0434477868105,2017-01-03
12859120,-0.0171844569982,2017-01-03
12473575,0.22986758293,2017-01-03
14492000,0.0249730853938,2017-01-03
12439387,-0.0243557541631,2017-01-03
11744823,0.0832795805606,2017-01-03
14604765,0.0042683559614,2017-01-03
11503429,0.0474095658991,2017-01-03
14497772,0.00227375574401,2017-01-03
11722723,-0.194903569202,2017-01-03
11742093,-0.0520561993312,2017-01-03
12934631,0.034863376038,2017-01-03
12445788,0.0190134352256,2017-01-03
12929647,0.0413548258401,2017-01-03
17278765,0.0411440144014,2017-01-03
11027029,-0.0269801773503,2017-01-03
12883831,-0.149025463623,2017-01-03
13930564,0.237567435693,2017-01-03
12886314,-0.0649780308071,2017-01-03
14599291,0.0497695977324,2017-01-03
10813418,-0.00808340770412,2017-01-03
17173851,0.08846863964,2017-01-03
10813882,0.044149596288,2017-01-03
17171355,-0.155534465204,2017-01-03
11478860,0.0874692282661,2017-01-03
11505868,0.0245912943033,2017-01-03
11507371,-0.0570144445464,2017-01-03
17172144,-0.00123139481663,2017-01-03
17190183,0.00228472417394,2017-01-03
12970622,0.0878987344688,2017-01-03
14608726,0.0563031927769,2017-01-03
11508798,-0.168169806147,2017-01-03
11052658,-0.00565823871529,2017-01-03
10819810,0.122752607015,2017-01-03
10821119,0.0256290800732,2017-01-03
12479011,-0.0759682113202,2017-01-03
14484783,-0.00924143401878,2017-01-03
12684194,-0.00631224520269,2017-01-04
17256977,-0.00981882566628,2017-01-04
14083909,0.0454911302513,2017-01-04
12681016,0.0408214560907,2017-01-04
10757091,-0.0295136481744,2017-01-04
11755380,0.0276176347538,2017-01-04
11399657,0.0545371188296,2017-01-04
10777361,0.01438986878,2017-01-04
11472124,0.0939632798827,2017-01-04
11861128,0.00609425451556,2017-01-04
10777592,0.862510998084,2017-01-04
12673588,0.11974406016,2017-01-04
12668915,-0.134120802338,2017-01-04
14111204,0.0192532354954,2017-01-04
17226173,0.0147788840649,2017-01-04
12422047,0.294752840324,2017-01-04
12924870,0.0453918324188,2017-01-04
14081668,-0.00565534156156,2017-01-04
10779754,-0.229413647838,2017-01-04
12245998,-0.00793321387681,2017-01-04
12528642,-0.00397478156658,2017-01-04
10793680,0.0323504269828,2017-01-04
10772315,0.0770629064664,2017-01-04
12427592,0.184310744374,2017-01-04
12394797,-0.0208010617878,2017-01-04
11854946,-0.0248441157246,2017-01-04
11218560,0.144440720895,2017-01-04
12992244,-0.0273201689667,2017-01-04
12697883,0.670007797056,2017-01-04
12697311,0.0174297878978,2017-01-04
11649080,-0.623489993947,2017-01-04
14068958,0.0116745772186,2017-01-04
14069841,0.136522704319,2017-01-04
12695063,-0.0424114520799,2017-01-04
12694843,0.0198258985238,2017-01-04
11166068,0.0553847624503,2017-01-04
14076487,0.00834582831403,2017-01-04
11858588,-0.0115608943666,2017-01-04
12691117,0.0322805482686,2017-01-04
11399335,0.0717177810508,2017-01-04
17167141,-0.112390532188,2017-01-04
12660703,0.0241071134789,2017-01-04
12663883,-0.0157851593977,2017-01-04
11433218,0.013223187704,2017-01-04
11464584,0.185116668397,2017-01-04
14166843,-0.0516593568618,2017-01-04
12950296,0.0675466404313,2017-01-04
11657419,-0.049910924251,2017-01-04
12621013,0.0109802187067,2017-01-04
12620668,0.0623275379107,2017-01-04
17235293,0.00899143500655,2017-01-04
11632614,0.0838033527973,2017-01-04
14185399,-0.0144994260701,2017-01-04
13032717,-0.141795925396,2017-01-04
11420407,-0.0660753361398,2017-01-04
11420675,0.0312528659696,2017-01-04
12954133,0.037578343175,2017-01-04
12600401,-0.197574402447,2017-01-04
11748161,-0.554941164992,2017-01-04
12435065,0.00824639673603,2017-01-04
12215942,0.0225359805957,2017-01-04
13016839,0.101703098613,2017-01-04
10775404,-0.014144240899,2017-01-04
12666933,0.00234033511025,2017-01-04
11188562,0.196493433291,2017-01-04
11744538,0.135895308094,2017-01-04
11637788,-0.0503304205684,2017-01-04
10789168,-0.0359152672766,2017-01-04
13040781,0.0111762174897,2017-01-04
11614513,-0.00184012002956,2017-01-04
12653123,0.00268985574583,2017-01-04
12643436,-0.0165012229188,2017-01-04
12641284,-0.018151883653,2017-01-04
14133390,0.0122391425901,2017-01-04
12937320,0.0211740937239,2017-01-04
17165185,-0.13898207691,2017-01-04
10868058,0.0455984426999,2017-01-04
11850664,0.0587320505139,2017-01-04
12235088,-0.0934867016046,2017-01-04
11744240,0.157674252932,2017-01-04
14139421,0.00614701904193,2017-01-04
12586633,0.110030329735,2017-01-04
10777481,-0.0456943940117,2017-01-04
12631325,0.206255817997,2017-01-04
14144889,0.0528234584634,2017-01-04
11893072,-0.102362671816,2017-01-04
12847539,0.0185666967897,2017-01-04
10794082,-0.00364003049802,2017-01-04
14043495,0.033187850928,2017-01-04
12811946,0.0821105614,2017-01-04
17198383,0.0351614064133,2017-01-04
11296299,-0.144523870749,2017-01-04
12857084,0.00600957392622,2017-01-04
12806043,0.00228604510716,2017-01-04
12494954,-0.0458246501148,2017-01-04
11701552,-0.0816946146968,2017-01-04
17298153,0.0178129732921,2017-01-04
17201260,-0.0536750602481,2017-01-04
12378328,-0.00511776585187,2017-01-04
11343349,-0.00450964912404,2017-01-04
11812437,0.0277210110052,2017-01-04
17113104,-0.0154271223066,2017-01-04
11699164,-0.0564574312855,2017-01-04
13932227,-0.00746359426024,2017-01-04
12794536,-0.273978895571,2017-01-04
17202331,0.0356525816223,2017-01-04
12381818,0.0412364613406,2017-01-04
13934699,-0.0190581799773,2017-01-04
10747253,-0.0418487680433,2017-01-04
12783912,0.0390743457522,2017-01-04
10767861,-0.0166652209888,2017-01-04
12859526,-0.0273807506502,2017-01-04
12855549,0.0489672205817,2017-01-04
11550029,-0.0818430031331,2017-01-04
11297800,0.0473972710015,2017-01-04
12853550,0.00312377847763,2017-01-04
13855414,0.0397040427905,2017-01-04
17133826,0.0270535579157,2017-01-04
17292974,-0.0474023414625,2017-01-04
17292980,-0.392218262327,2017-01-04
13867959,0.108336608419,2017-01-04
12837439,-0.0925115428707,2017-01-04
12478477,-0.0408912634611,2017-01-04
10752191,-0.0318568699514,2017-01-04
12830013,0.038136847512,2017-01-04
17126978,0.0500060053186,2017-01-04
12828324,0.0664107650897,2017-01-04
11305770,-0.0393149925157,2017-01-04
12827852,-0.0128136976319,2017-01-04
13100833,0.0764817844408,2017-01-04
12485767,0.323810717055,2017-01-04
12338129,-0.0468276096745,2017-01-04
10804212,-0.0601642653197,2017-01-04
13893213,-0.477350412516,2017-01-04
10803963,0.0153074945382,2017-01-04
17271030,-0.027032334889,2017-01-04
13093146,0.0109829056102,2017-01-04
13903353,0.0433659680729,2017-01-04
12818847,-0.0182259060577,2017-01-04
11705017,-0.0108625960522,2017-01-04
12320421,-0.0627739564404,2017-01-04
11550326,-0.0518965648636,2017-01-04
17266352,0.0543391835359,2017-01-04
12886129,-0.0143139181956,2017-01-04
11772463,-0.0594859915842,2017-01-04
12282002,0.0546807840574,2017-01-04
10852965,0.032320005601,2017-01-04
11571042,-0.0174473351416,2017-01-04
12727098,-0.016904082625,2017-01-04
12726396,0.0193422165697,2017-01-04
11772349,0.00598184466031,2017-01-04
17215043,0.0159635244393,2017-01-04
12898608,-0.0226254699004,2017-01-04
13059995,0.0191871592801,2017-01-04
11574519,-0.0853474673547,2017-01-04
14015701,0.112195769666,2017-01-04
12715418,0.0112894645587,2017-01-04
13058129,0.0325741987899,2017-01-04
11846106,-0.0888218224982,2017-01-04
17133527,-0.120564339345,2017-01-04
14036132,-0.006776991453,2017-01-04
11847191,0.0435345587151,2017-01-04
12711834,-0.00517997310698,2017-01-04
14043220,0.026912068536,2017-01-04
11768969,-0.0205321366837,2017-01-04
12271944,0.094099399934,2017-01-04
12741348,-0.00839842684248,2017-01-04
11683780,0.0474049308754,2017-01-04
12287923,0.266367707785,2017-01-04
12522499,-0.0343390839094,2017-01-04
12472855,0.0228781078844,2017-01-04
13947382,0.0255058415961,2017-01-04
13950330,-0.00791334724774,2017-01-04
12384132,-0.0161421604176,2017-01-04
12995662,-0.0256939025289,2017-01-04
11553543,0.010429478919,2017-01-04
11692679,5.2629986498,2017-01-04
12766349,-0.0383992847833,2017-01-04
11557090,0.0203527472216,2017-01-04
17108044,-0.00434953857208,2017-01-04
13070751,-0.00894442284269,2017-01-04
11233714,-0.0591020257743,2017-01-04
13971239,0.0504471299763,2017-01-04
13978161,0.10497990294,2017-01-04
11500043,0.0750688357697,2017-01-04
13980139,0.0330344551812,2017-01-04
10851456,0.0316599317524,2017-01-04
12293484,0.0255909665173,2017-01-04
12758091,-0.0261019066347,2017-01-04
10809581,-0.0205449436389,2017-01-04
17276194,0.0492604187323,2017-01-04
11270466,1.17447122635,2017-01-04
17104278,0.0362078343015,2017-01-04
13985550,-0.0203025624389,2017-01-04
13971972,-0.0176622175917,2017-01-04
12014842,0.0867197378481,2017-01-04
14009960,-0.0339785069085,2017-01-04
12560652,-0.0194477869519,2017-01-04
12147224,0.00452078730657,2017-01-04
14632901,-0.00188613810052,2017-01-04
14369913,0.0771623485088,2017-01-04
14744451,-0.0183101550016,2017-01-04
10905421,-0.0754612333783,2017-01-04
14276588,0.0819562423293,2017-01-04
14279374,-0.0500343846334,2017-01-04
14413717,0.0390754135021,2017-01-04
11906847,-0.0441295517267,2017-01-04
14704212,0.00185722257835,2017-01-04
14482342,0.0984028306532,2017-01-04
10913529,-0.0261533033442,2017-01-04
10996354,0.0192594405723,2017-01-04
14626646,-0.0126621542576,2017-01-04
11989016,0.0227782687794,2017-01-04
11111820,-0.0113682498486,2017-01-04
10914250,-0.0660238242029,2017-01-04
10718613,0.0700365028698,2017-01-04
14633780,0.0675012250198,2017-01-04
14271956,0.0619927270169,2017-01-04
13029625,0.75774927889,2017-01-04
14634203,-0.0194911573297,2017-01-04
14634203,-0.0619728425536,2017-08-04
14266663,-0.0034168459602,2017-01-04
14267336,0.0280617854417,2017-01-04
14467951,-0.0124430546334,2017-01-04
10974210,-0.0232471276887,2017-01-04
14377624,2.30045045238,2017-01-04
14702539,-0.0341309609136,2017-01-04
12182057,0.0723456594361,2017-01-04
11965590,0.0171600820548,2017-01-04
14732855,0.0592121922579,2017-01-04
12096077,-0.0305397228351,2017-01-04
11968112,-0.0294671811341,2017-01-04
12042920,0.0012598209977,2017-01-04
14271819,0.0566163186815,2017-01-04
10717029,0.00334205915721,2017-01-04
14268464,-0.0604003676341,2017-01-04
14367871,0.0541149910531,2017-01-04
12051905,0.0592394634584,2017-01-04
12085590,-0.0854843968693,2017-01-04
11982117,0.0393904282821,2017-01-04
12077991,0.138958131056,2017-01-04
14612985,0.0358789237874,2017-01-04
11125592,-0.00997356204807,2017-01-04
11010882,0.00684727433726,2017-01-04
14345199,-0.0313090162257,2017-01-04
14326779,0.00441941565346,2017-01-04
11915981,-0.0235416708949,2017-01-04
10910117,0.0550113290407,2017-01-04
11981080,0.210020116359,2017-01-04
12071423,-0.0659576779179,2017-01-04
10909944,0.277790959533,2017-01-04
14601256,0.0162076272616,2017-01-04
12077002,0.226173249356,2017-01-04
14601291,0.0203094608915,2017-01-04
14332281,0.022919895704,2017-01-04
14338774,-0.00480367539733,2017-01-04
12066801,0.0176717269779,2017-01-04
14599832,0.0619080129725,2017-01-04
12165486,0.0743850450236,2017-01-04
11043049,-0.0061657615613,2017-01-04
12149618,-0.0456880788148,2017-01-04
14620705,0.00896086428359,2017-01-04
13881053,0.246278244074,2017-01-04
11911467,-0.0888471283276,2017-01-04
11912782,0.19444477961,2017-01-04
11035815,-0.00963854896121,2017-01-04
14620188,0.0565441709449,2017-01-04
14531213,-0.732327668767,2017-01-04
14531476,0.0160421984894,2017-01-04
12168225,-0.283885141766,2017-01-04
11132232,-0.0215276941628,2017-01-04
11132206,0.078022457482,2017-01-04
11983413,-0.616507711703,2017-01-04
12063498,0.00710022156698,2017-01-04
11004546,0.0115586517824,2017-01-04
12080910,0.00467137216524,2017-01-04
14457485,0.124194311325,2017-01-04
12103566,-0.0383629972727,2017-01-04
14638641,-0.0234689762352,2017-01-04
14654401,0.0927482354656,2017-01-04
11149694,-0.0544902198239,2017-01-04
14689362,-0.0144306579005,2017-01-04
17246686,0.320991426614,2017-01-04
11078479,-0.0288189476555,2017-01-04
12005169,0.073773780498,2017-01-04
12114445,-0.00972503103273,2017-01-04
14247381,0.0988177408885,2017-01-04
14395864,0.00241479582049,2017-01-04
12114854,0.175408259143,2017-01-04
11083685,0.0135243849592,2017-01-04
12192683,-0.034909889177,2017-01-04
14691895,-0.00364255275271,2017-01-04
14427342,-0.00546384738726,2017-01-04
14674667,0.0264950354436,2017-01-04
11939935,-0.0842880848196,2017-01-04
11155869,-0.0317169418023,2017-01-04
14238550,0.0172420813736,2017-01-04
14726667,-0.0506364963321,2017-01-04
10964858,-0.0221899674839,2017-01-04
14667517,0.0619132979429,2017-01-04
11896683,-0.046983951766,2017-01-04
11155282,-0.0768960532615,2017-01-04
12003245,-0.18576363371,2017-01-04
11086823,-0.026668082573,2017-01-04
14421405,0.244327881193,2017-01-04
14750413,0.0307603552831,2017-01-04
10921574,-0.0444818086436,2017-01-04
14664022,0.00826713986209,2017-01-04
11104261,-0.0414413942219,2017-01-04
11070030,0.0201945281735,2017-01-04
12019744,0.0100680694959,2017-01-04
14389003,-0.111129385258,2017-01-04
14414794,0.0969939492109,2017-01-04
11105604,0.0466248755619,2017-01-04
10933263,0.0309186530261,2017-01-04
11092018,-0.00416919695569,2017-01-04
11900039,0.0622974760333,2017-01-04
11075020,0.100126674204,2017-01-04
14654746,0.00372632169652,2017-01-04
10902592,0.0940012363416,2017-01-04
12934104,0.0527815636985,2017-01-05
11740681,-0.0135519935808,2017-01-05
13856175,-0.0782291279245,2017-01-05
